forecast_time,station_id,station_name,longitude,latitude,elevation,temperature,maximumtemperature,minimumtemperature
2017060618,3017,Kirkwall,-2.9014,58.9536,26,11.1,12.6,
2017060618,3023,South Uist Range,-7.3850,57.3575,4,11.2,13.9,
2017060618,3026,Stornoway Airport,-6.3189,58.2136,15,10.2,13.1,
2017060618,3031,Loch Glascarnoch,-4.8956,57.7250,269,8.4,11.6,
2017060618,3034,Aultbea No2,-5.6328,57.8589,11,10.2,13.3,
2017060618,3037,Skye:lusa,-5.8053,57.2569,18,10.1,12.7,
2017060618,3039,Bealach Na Ba No2,-5.6886,57.4180,773,4.8,6.8,
2017060618,3041,Aonach Mor,-4.9692,56.8222,1130,3.4,4.8,
2017060618,3044,Altnaharra No2,-4.4425,58.2878,81,9.1,12.1,
2017060618,3047,Tulloch Bridge,-4.7081,56.8667,249,9.2,11.8,
2017060618,3062,Tain Range,-3.9667,57.8180,4,11.1,13.5,
2017060618,3063,Aviemore,-3.8283,57.2064,228,9.9,11.9,
2017060618,3065,Cairngorm Summit,-3.6431,57.1161,1237,2.4,4.2,
2017060618,3066,Kinloss,-3.5636,57.6455,5,10.8,12.4,
2017060618,3068,Lossiemouth,-3.3233,57.7114,7,10.7,12.1,
2017060618,3072,Cairnwell,-3.4208,56.8792,928,5.4,7.2,
2017060618,3075,Wick Airport,-3.0900,58.4539,36,10.5,12.2,
2017060618,3080,Aboyne No2,-2.8411,57.0758,140,11.5,13.6,
2017060618,3088,Inverbervie No.2,-2.2658,56.8519,134,10.7,12.9,
2017060618,3091,Dyce,-2.2053,57.2050,65,12.0,13.9,
2017060618,3094,Rosehearty,-2.1228,57.6978,4,,,
2017060618,3100,Tiree,-6.8828,56.5000,9,11.6,14.1,
2017060618,3105,Islay:port Ellen,-6.2497,55.6814,14,12.1,13.6,
2017060618,3111,Machrihanish,-5.6969,55.4408,10,12.1,14.3,
2017060618,3120,Lochranza,-5.3000,55.7000,46,,,
2017060618,3132,West Freugh,-4.9353,54.8592,11,11.8,14.4,
2017060618,3134,Glasgow Bishopton,-4.5325,55.9067,59,10.9,13.4,
2017060618,3136,Prestwick Gannet,-4.5847,55.5153,27,11.7,13.2,
2017060618,3140,Glasgow airport,-4.4333,55.8667,32700,,,
2017060618,3144,Strathallen Airfield,-3.7286,56.3264,35,11.8,14.4,
2017060618,3148,Glen Ogle,-4.3200,56.4233,564,7.2,9.2,
2017060618,3153,Dundrennan,-4.0080,54.8033,113,10.8,12.9,
2017060618,3155,Drumalbin,-3.7361,55.6272,245,9.5,11.2,
2017060618,3158,Charterhall,-2.3847,55.7086,112,11.0,13.4,
2017060618,3162,Eskdalemuir,-3.2069,55.3119,236,9.4,11.5,
2017060618,3166,Edinburgh Gogarbank,-3.3444,55.9283,57,10.9,13.4,
2017060618,3171,Leuchars,-2.8628,56.3767,10,12.2,13.9,
2017060618,3204,Ronaldsway,-4.6319,54.0853,16,13.0,15.8,
2017060618,3210,St Bees Head No.2,-3.6147,54.5178,124,11.5,13.1,
2017060618,3212,Keswick,-3.1567,54.6139,81,10.8,12.8,
2017060618,3214,Walney Island,-3.2580,54.1250,15,12.3,14.6,
2017060618,3220,Carlisle,-2.9636,54.9344,28,11.5,13.1,
2017060618,3224,Spadeadam No2,-2.5544,55.0503,285,9.2,10.9,
2017060618,3225,Shap,-2.6843,54.5013,252,10.0,12.1,
2017060618,3226,Warcop Range,-2.4131,54.5725,227,10.1,11.8,
2017060618,3227,Great Dun Fell No2,-2.4514,54.6842,847,5.5,6.1,
2017060618,3230,Redesdale Camp,-2.2794,55.2850,211,10.3,12.9,
2017060618,3238,Albemarle,-1.8817,55.0197,142,10.3,12.6,
2017060618,3240,Boulmer,-1.6014,55.4208,23,12.4,14.5,
2017060618,3257,Leeming,-1.5331,54.2969,33,11.3,13.7,
2017060618,3261,Dishforth Airfield,-1.4144,54.1347,33,11.0,14.1,
2017060618,3266,Linton-On-Ouse,-1.2511,54.0453,14,11.4,13.8,
2017060618,3275,Loftus,-0.8636,54.5628,158,10.6,13.2,
2017060618,3281,Fylingdales,-0.6717,54.3586,262,9.2,12.1,
2017060618,3292,Bridlington Mrsc,-0.1758,54.0939,15,13.0,15.6,
2017060618,3301,Mona,-4.3761,53.2600,60,13.0,15.2,
2017060618,3302,Valley,-4.5364,53.2525,10,13.9,15.9,
2017060618,3305,Capel Curig No3,-3.9414,53.0942,216,11.4,13.9,
2017060618,3313,Rhyl No2,-3.5089,53.2592,77,13.2,15.7,
2017060618,3316,Crosby,-3.0578,53.4972,9,13.9,15.1,
2017060618,3318,Blackpool Squires Gate,-3.0394,53.7744,10,13.1,14.9,
2017060618,3321,Hawarden Airport,-2.9875,53.1747,10,14.3,16.1,
2017060618,3330,Leek Thorncliffe,-1.9814,53.1278,298,10.6,12.3,
2017060618,3344,Bingley No.2,-1.8667,53.8111,262,8.8,11.5,
2017060618,3346,Emley Moor No 2,-1.6669,53.6117,267,10.0,12.3,
2017060618,3351,Rostherne No 2,-2.3819,53.3600,35,13.0,15.4,
2017060618,3354,Nottingham Watnall,-1.2511,53.0056,117,12.8,13.9,
2017060618,3373,Scampton,-0.5481,53.3069,57,11.6,14.1,
2017060618,3377,Waddington,-0.5233,53.1753,69,12.3,13.6,
2017060618,3379,Cranwell,-0.5036,53.0311,63,12.8,14.3,
2017060618,3382,Leconfield,-0.4417,53.8747,7,11.1,13.8,
2017060618,3385,Donna Nook No.2,0.1528,53.4747,8,12.2,15.0,
2017060618,3391,Coningsby,-0.1728,53.0939,6,12.9,14.9,
2017060618,3392,Wainfleet No2,0.2708,53.0883,3,12.4,15.0,
2017060618,3405,Aberdaron,-4.7414,52.7889,95,13.4,15.1,
2017060618,3409,Bala,-3.5831,52.9072,163,12.0,13.8,
2017060618,3410,Lake Vyrnwy No2,-3.4653,52.7572,360,10.3,12.9,
2017060618,3414,Shawbury,-2.6647,52.7947,72,13.6,15.6,
2017060618,3462,Wittering,-0.4611,52.6114,73,12.8,14.5,
2017060618,3469,Holbeach No2,0.1386,52.8733,3,13.1,15.1,
2017060618,3482,Marham,0.5661,52.6514,21,12.9,14.4,
2017060618,3488,Weybourne,1.1225,52.9494,21,12.9,15.1,
2017060618,3502,Aberporth,-4.5711,52.1394,133,12.9,14.4,
2017060618,3503,Trawsgoed,-3.9480,52.3442,63,13.6,15.5,
2017060618,3507,Sennybridge No2,-3.6147,52.0633,307,10.9,14.2,
2017060618,3520,Shobdon Airfield,-2.8858,52.2430,99,13.3,15.8,
2017060618,3522,Hereford Credenhill,-2.8025,52.0800,76,13.8,16.8,
2017060618,3529,Pershore,-2.0411,52.1483,35,14.4,17.0,
2017060618,3535,Coleshill,-1.6908,52.4800,96,13.6,15.8,
2017060618,3544,Church Lawford,-1.3314,52.3589,107,13.5,15.7,
2017060618,3560,Bedford,-0.4653,52.2269,85,13.8,15.6,
2017060618,3590,Wattisham,0.9575,52.1239,90,12.8,14.1,
2017060618,3604,Milford Haven Conservancy Board,-5.0533,51.7089,44,13.5,15.6,
2017060618,3605,Pembrey Sands,-4.3675,51.7144,7,14.6,15.9,
2017060618,3609,Mumbles Head,-3.9817,51.5656,43,14.3,16.0,
2017060618,3628,Filton,-2.5772,51.5219,59,13.8,16.4,
2017060618,3647,Little Rissington,-1.6930,51.8605,210,12.5,15.1,
2017060618,3649,Brize Norton,-1.5780,51.7583,82,14.0,16.9,
2017060618,3658,Benson,-1.0986,51.6203,57,14.1,16.9,
2017060618,3660,High Wycombe Hqair,-0.8069,51.6817,204,12.5,15.7,
2017060618,3672,Northolt,-0.4169,51.5486,33,14.8,17.8,
2017060618,3680,Rothamsted,-0.3583,51.8061,128,13.7,15.6,
2017060618,3684,Andrewsfield,0.4506,51.8961,87,13.8,15.2,
2017060618,3693,Shoeburyness Landwick,0.8269,51.5547,2,15.3,17.2,
2017060618,3707,Chivenor,-4.1486,51.0892,6,13.7,15.9,
2017060618,3710,Liscombe,-3.6089,51.0869,348,10.6,13.5,
2017060618,3716,St. Athan,-3.4408,51.4053,49,13.9,15.4,
2017060618,3740,Lyneham,-1.9922,51.5031,145,12.8,15.9,
2017060618,3743,Larkhill,-1.8058,51.2017,132,13.7,16.2,
2017060618,3749,Middle Wallop,-1.5700,51.1497,90,13.7,15.9,
2017060618,3761,Odiham,-0.9450,51.2389,118,13.7,16.1,
2017060618,3768,South Farnborough,-0.7725,51.2800,65,14.1,16.9,
2017060618,3769,Charlwood,-0.2294,51.1439,67,14.3,16.8,
2017060618,3770,London St James Park,-0.1311,51.5047,5,15.4,18.2,
2017060618,3781,Kenley Airfield,-0.0914,51.3039,170,13.5,16.1,
2017060618,3784,Gravesend Broadness,0.3114,51.4644,3,15.6,17.4,
2017060618,3796,Langdon Bay,1.3433,51.1336,117,13.3,15.4,
2017060618,3797,Manston,1.3356,51.3464,49,14.7,17.2,
2017060618,3803,Scilly: St Mary`s Airport,-6.2958,49.9144,31,13.7,15.9,
2017060618,3808,Camborne,-5.3275,50.2183,87,12.9,14.8,
2017060618,3809,Culdrose,-5.2572,50.0844,76,13.2,15.1,
2017060618,3823,Cardinham Bodmin,-4.6668,50.5013,200,11.7,14.7,
2017060618,3827,Plymouth Mount Batten,-4.1211,50.3550,51,13.7,16.1,
2017060618,3839,Exeter Airport,-3.4058,50.7372,31,13.7,16.1,
2017060618,3840,Dunkeswell Aerodrome,-3.2403,50.8603,252,11.7,14.1,
2017060618,3853,Yeovilton,-2.6428,51.0064,20,14.0,16.2,
2017060618,3857,Isle Of Portland,-2.4556,50.5219,52,13.6,15.3,
2017060618,3862,Hurn,-1.8361,50.7794,10,14.8,17.7,
2017060618,3866,Wight: St. Catherines Point,-1.2969,50.5756,20,13.9,14.8,
2017060618,3872,Thorney Island,-0.9225,50.8147,4,14.8,17.4,
2017060618,3874,Solent,-1.2108,50.8080,9,15.0,17.3,
2017060618,3876,Shoreham Airport,-0.2936,50.8361,2,14.4,17.0,
2017060618,3882,Herstmonceux,0.3169,50.8994,52,13.7,15.9,
2017060618,3894,Guernsey Airport,-2.5981,49.4330,101,13.5,15.4,
2017060618,3895,Jersey Airport,-2.1942,49.2097,84,13.6,15.6,
2017060618,3901,Thomastown,-7.5942,54.3294,72,12.9,15.0,
2017060618,3904,Castlederg,-7.5781,54.7069,49,12.6,15.1,
2017060618,3907,Magilligan No 2,-6.9483,55.1603,6,12.2,14.2,
2017060618,3911,Lough Fea,-6.8150,54.7208,225,11.3,13.4,
2017060618,3915,Portglenone,-6.4583,54.8653,64,11.8,14.4,
2017060618,3916,Ballypatrick Forest,-6.1547,55.1805,156,10.4,12.4,
2017060618,3917,Aldergrove,-6.2258,54.6633,63,12.8,15.1,
2017060618,3923,Glenanne No2,-6.5039,54.2369,161,12.6,15.4,
2017060618,3951,Sherkin Island,-9.4167,51.4667,21,13.0,14.1,
2017060618,3952,Roches Point,-8.2500,51.8000,41,13.3,15.4,
2017060618,3953,Valentia Observatory,-10.2433,51.9380,25,13.3,14.4,
2017060618,3955,Cork Airport,-8.4833,51.8500,162,12.5,14.7,
2017060618,3956,Johnstown Castle,-6.4967,52.2978,63,13.3,15.4,
2017060618,3961,Oak Park Carlow,-6.9000,52.8500,63,13.4,15.8,
2017060618,3962,Shannon Airport,-8.9167,52.7000,20,13.7,15.1,
2017060618,3963,Mace Head,-9.9000,53.3167,23,13.1,14.8,
2017060618,3966,Gurteen,-8.0000,53.0167,76,13.0,15.2,
2017060618,3967,Casement Aerodrome,-6.4333,53.3000,93,13.3,15.6,
2017060618,3969,Dublin Airport,-6.2500,53.4333,85,13.4,16.0,
2017060618,3970,Claremorris,-8.9833,53.7167,69,12.8,14.9,
2017060618,3971,Mullingar,-7.3667,53.5333,100,13.0,15.4,
2017060618,3973,Connaught Airport,-8.8167,53.9000,209,11.4,13.2,
2017060618,3976,Belmullet,-10.0069,54.2275,10,12.8,14.8,
2017060618,3978,Finner,-8.2431,54.4939,35,12.5,14.4,
2017060618,3979,Ballyhaise Cavan,-7.3000,54.0500,79,13.3,15.1,
2017060618,3980,Malin Head,-7.3333,55.3667,21,11.5,13.6,
2017060618,4005,Bolungavik,-23.2500,66.1500,24,7.2,8.3,4.8
2017060618,4013,Stykkisholmur,-22.7333,65.0833,8,8.6,9.4,6.5
2017060618,4018,Keflavikurflugvollur,-22.5950,63.9805,54,9.5,10.6,6.9
2017060618,4030,Reykjavik,-21.9000,64.1333,61,9.8,10.9,6.8
2017060618,4038,Eyrarbakki,-21.1500,63.8667,5,,11.1,6.1
2017060618,4053,Bergstadir,-19.6167,65.7000,43,4.5,6.0,3.8
2017060618,4063,Akureyri,-18.0833,65.6833,27,4.6,6.2,4.0
2017060618,4073,Grimsstadir,-16.1167,65.6333,386,,2.2,0.2
2017060618,4082,Akurnes,-15.2167,64.3000,21,8.7,10.2,6.8
2017060618,4085,Skjaldthingsstadir,-14.8167,65.7000,48,,5.0,2.8
2017060618,4094,Nupur,-14.1000,64.7000,25,,,
2017060618,4097,Dalatangi,-13.5833,65.2667,11,5.1,6.2,4.0
2017060618,4104,Gufuskalar,-23.9333,64.9000,7,8.3,8.5,7.9
2017060618,4115,Dynjandiheidi,-23.0833,65.7000,621,8.4,8.6,8.1
2017060618,4120,Grindavik,-22.4167,63.8500,4,,,
2017060618,4123,Hornbjargsviti,-22.3800,66.4200,32700,,,
2017060618,4124,Straumsvik,-22.3333,64.0500,5,,,
2017060618,4127,Bolungarvik,-23.2500,66.1500,32700,,,
2017060618,4137,Akureyri Krossanesbraut,-18.1000,65.6800,32700,,,
2017060618,4145,Blonduos,-20.2800,65.6500,32700,,,
2017060618,4156,Hveravellir,-19.5500,64.8700,32700,,,
2017060618,4165,Grimsey,-18.0167,66.5333,17,4.3,3.8,3.7
2017060618,4176,Karahnjukar,-15.7700,64.8200,32700,,,
2017060618,4180,Hvanney,-15.2000,64.2333,5,,,
2017060618,4320,Danmarkshavn,-18.6681,76.7694,12,2.3,3.8,-0.4
2017060618,4330,Daneborg,-20.2169,74.3075,15,4.1,,
2017060618,4339,Ittoqqortoormiit (Scoresbysund),-21.9511,70.4844,71,5.9,7.7,2.4
2017060618,4341,Nerlerit Inaat (Constable Pynt),-22.6500,70.7500,12,6.0,7.7,2.8
2017060618,6005,Mykines Fyr,-7.6797,62.0972,100,4.5,8.9,5.4
2017060618,6009,Akraberg Fyr,-6.6817,61.3955,102,8.3,9.6,6.9
2017060618,6011,Torshavn,-6.7647,62.0230,56,8.9,10.8,7.2
2017060618,6012,Kirkja,-6.3205,62.3194,56,8.2,9.6,6.6
2017060618,6019,Silstrup,8.6411,56.9292,41,16.0,,
2017060618,6021,Hanstholm,8.5947,57.1217,3,,,
2017060618,6030,Flyvestation Aalborg,9.8506,57.0964,13,18.6,21.1,15.6
2017060618,6031,Tylstrup,9.9515,57.1845,13,17.7,,
2017060618,6032,Stenhoej,10.3350,57.3828,56,16.8,19.3,13.9
2017060618,6033,Hirtshals,9.9581,57.5956,3,,,
2017060618,6041,Skagen Fyr,10.6317,57.7364,5,16.2,17.9,14.1
2017060618,6044,Hals,10.3089,56.9903,16,,,
2017060618,6049,Hald Vest,10.0928,56.5606,89,15.9,20.4,13.9
2017060618,6052,Thyboroen,8.2150,56.7067,4,15.6,20.2,13.6
2017060618,6055,Torsminde,8.1205,56.3717,5,,,
2017060618,6056,Mejrup,8.6703,56.3830,55,15.8,,
2017060618,6058,Hvide Sande,8.1411,56.0072,4,16.2,20.3,14.9
2017060618,6060,Flyvestation Karup,9.1139,56.2933,53,17.2,22.1,14.8
2017060618,6065,Aars Syd,9.5067,56.7558,33,16.1,21.0,13.9
2017060618,6068,Isenvad,9.1811,56.0939,62,15.6,,
2017060618,6069,Foulum,9.5708,56.4930,58,15.6,,
2017060618,6070,Aarhus Lufthavn,10.6256,56.3083,23,16.9,21.0,15.3
2017060618,6072,Oedum,10.1272,56.3028,62,15.5,20.1,14.4
2017060618,6073,Sletterhage Fyr,10.5136,56.0956,6,16.1,,
2017060618,6074,Aarhus Syd,10.1353,56.0803,55,15.6,20.2,14.4
2017060618,6079,Anholt Havn,11.5097,56.7169,4,17.3,,
2017060618,6080,Esbjerg Lufthavn,8.5631,55.5280,29,15.5,,
2017060618,6081,Blaavandshuk Fyr,8.0828,55.5575,18,15.3,,
2017060618,6082,Borris,8.6242,55.9592,25,14.9,21.3,13.6
2017060618,6093,Vester Vedsted,8.6550,55.2911,5,16.0,,
2017060618,6096,Roemoe/Juvre,8.5600,55.1906,9,15.7,,
2017060618,6100,Vandel,9.2000,55.7000,73,,,
2017060618,6102,Horsens/Bygholm,9.7869,55.8680,24,16.4,20.5,14.3
2017060618,6104,Billund Lufthavn,9.1675,55.7380,80,15.8,21.1,14.4
2017060618,6109,Askov,9.1122,55.4714,62,15.3,,
2017060618,6110,Flyvestation Skrydstrup,9.2633,55.2253,47,15.4,20.9,14.5
2017060618,6119,Kegnaes Fyr,9.9880,54.8528,19,15.7,,
2017060618,6120,Odense Lufthavn,10.3306,55.4750,21,16.4,20.8,15.1
2017060618,6123,Assens/Toroe,9.8883,55.2444,3,16.2,21.0,15.4
2017060618,6124,Sydfyns Flyveplads,10.5694,55.0144,7,16.9,21.8,15.8
2017060618,6126,Aarslev,10.4397,55.3089,51,16.6,20.8,15.1
2017060618,6135,Flakkebjerg,11.3881,55.3217,34,17.4,,
2017060618,6136,Tystofte,11.3283,55.2464,12,17.3,21.4,15.4
2017060618,6138,Langoe,10.9939,54.8205,4,17.5,21.1,16.0
2017060618,6141,Abed,11.3289,54.8275,9,17.7,22.5,15.8
2017060618,6147,Vindebaek Kyst,12.1842,54.8789,5,15.7,18.5,15.1
2017060618,6149,Gedser,11.9436,54.5686,5,16.2,19.4,15.3
2017060618,6151,Omoe Fyr,11.1347,55.1592,3,16.7,20.9,15.5
2017060618,6154,Brandelev,11.8603,55.2075,46,16.1,20.4,15.1
2017060618,6156,Holbaek Flyveplads,11.6033,55.7358,13,16.5,21.4,14.9
2017060618,6159,Roesnaes Fyr,10.8694,55.7436,16,17.0,21.4,15.2
2017060618,6168,Nakkehoved Fyr,12.3422,56.1192,43,17.1,22.0,14.4
2017060618,6169,Gniben,11.2783,56.0083,16,16.4,20.2,14.8
2017060618,6170,Roskilde Lufthavn,12.1364,55.5869,43,14.9,19.4,14.3
2017060618,6174,Tesseboelle,12.1492,55.3955,22,15.7,20.5,14.7
2017060618,6180,Koebenhavns Lufthavn,12.6453,55.6142,5,17.2,21.1,15.1
2017060618,6181,Jaegersborg,12.5264,55.7664,42,16.6,21.0,14.9
2017060618,6183,Drogden Fyr,12.7114,55.5364,14,16.6,18.7,14.5
2017060618,6188,Sjaelsmark,12.4122,55.8764,41,16.0,,
2017060618,6190,Bornholms Lufthavn,14.7494,55.0678,17,16.8,,
2017060618,6193,Hammer Odde Fyr,14.7719,55.2980,9,15.6,18.9,13.9
2017060618,6197,Nexoe Vest,15.0953,55.0558,25,15.1,19.5,14.5
2017060618,6201,D15-Fa-1,2.9358,54.3256,36,12.3,13.8,
2017060618,6203,P11-B,3.3417,52.3600,24,12.9,13.4,
2017060618,6204,K14-Fa-1c,3.6278,53.2694,28,12.3,13.9,
2017060618,6205,A12-Cpp,3.8103,55.3992,33,13.7,14.7,
2017060618,6206,F16-A,4.0122,54.1167,28,13.3,14.1,
2017060618,6207,L9-Ff-1,4.9603,53.6144,30,13.0,16.0,
2017060618,6208,Awg-1,5.9417,53.4917,27,13.8,17.1,
2017060618,6209,Ijmond Wp,4.5175,52.4636,0,,,
2017060618,6210,Valkenburg Aws,4.4294,52.1703,1,13.3,16.1,
2017060618,6211,J6-A,2.9453,53.8242,34,11.7,12.9,
2017060618,6212,Hoorn-A,4.1503,52.9180,41,12.4,13.6,
2017060618,6215,Voorschoten Aws,4.4364,52.1397,0,13.5,16.4,
2017060618,6225,Ijmuiden Wp,4.5550,52.4622,4,,,
2017060618,6235,De Kooij Vk,4.7811,52.9269,1,12.8,15.8,
2017060618,6239,F3-Fb-1,4.6961,54.8539,24,13.6,15.3,
2017060618,6240,Amsterdam Ap Schiphol,4.7903,52.3156,-3,13.2,16.9,
2017060618,6242,Vlieland,4.9208,53.2400,10,12.4,15.8,
2017060618,6248,Wijdenes Wp,5.1736,52.6325,1,,,
2017060618,6249,Berkhout Aws,4.9789,52.6428,-2,13.2,16.5,
2017060618,6251,Terschelling Hoorn Aws,5.3458,53.3911,2,13.4,17.1,
2017060618,6252,K13-A,3.2203,53.2178,31,,13.1,
2017060618,6257,Wijk Aan Zee Aws,4.6030,52.5053,9,13.6,15.2,
2017060618,6258,Houtribdijk Wp,5.4005,52.6480,7,,,
2017060618,6260,De Bilt Aws,5.1797,52.0989,4,12.9,17.5,
2017060618,6267,Stavoren Aws,5.3833,52.8967,-1,13.6,16.5,
2017060618,6269,Lelystad Ap,5.5197,52.4572,-4,13.5,17.8,
2017060618,6270,Leeuwarden,5.7517,53.2230,2,13.9,17.6,
2017060618,6273,Marknesse Aws,5.8875,52.7019,-3,13.8,17.8,
2017060618,6275,Deelen,5.8722,52.0550,47,14.1,18.1,
2017060618,6277,Lauwersoog Aws,6.1992,53.4117,3,14.1,17.7,
2017060618,6278,Heino Aws,6.2589,52.4344,4,14.4,19.2,
2017060618,6279,Hoogeveen Aws,6.5731,52.7489,17,14.2,19.0,
2017060618,6280,Groningen Ap Eelde,6.5847,53.1236,4,14.5,18.8,
2017060618,6283,Hupsel Aws,6.6567,52.0678,29,14.5,18.9,
2017060618,6285,Huibertgat Wp,6.3983,53.5739,0,,,
2017060618,6286,Nieuw Beerta,7.1492,53.1944,0,15.6,19.5,
2017060618,6290,Twente Aws,6.8908,52.2730,35,15.2,19.2,
2017060618,6308,Cadzand Wp,3.3792,51.3800,0,,,
2017060618,6310,Vlissingen Aws,3.5958,51.4414,10,14.4,16.0,
2017060618,6311,Hoofdplaat,3.6722,51.3781,0,,,
2017060618,6312,Oosterschelde Wp,3.6217,51.7667,0,,,
2017060618,6313,Vlakte Van Raan,3.2419,51.5036,0,,,
2017060618,6315,Hansweert,3.9975,51.4458,0,,,
2017060618,6316,Oosterschelde 4,3.6939,51.6558,0,,,
2017060618,6319,Westdorpe Aws,3.8611,51.2247,3,15.4,17.8,
2017060618,6320,Lichteiland Goeree,3.6700,51.9258,19,,14.8,
2017060618,6321,Euro Platform,3.2750,51.9978,18,,14.2,
2017060618,6324,Stavenisse,4.0061,51.5956,0,,,
2017060618,6330,Hoek Van Holland Aws,4.1217,51.9911,12,13.9,16.6,
2017060618,6331,Marollegat,4.1925,51.4786,0,,,
2017060618,6340,Woensdrecht,4.3419,51.4478,17,15.3,17.7,
2017060618,6343,Rotterdam Geulhaven,4.3125,51.8919,4,,,
2017060618,6344,Rotterdam The Hague Ap,4.4469,51.9605,-5,12.9,16.5,
2017060618,6348,Cabauw Tower Aws,4.9258,51.9692,1,12.7,17.0,
2017060618,6350,Gilze Rijen,4.9353,51.5650,13,14.3,17.8,
2017060618,6356,Herwijnen Aws,5.1450,51.8578,3,13.1,17.6,
2017060618,6370,Eindhoven Ap,5.3769,51.4497,22,15.1,18.6,
2017060618,6375,Volkel,5.7067,51.6583,21,14.7,18.8,
2017060618,6377,Ell Aws,5.7625,51.1967,30,15.9,19.0,
2017060618,6380,Maastricht Aachen Ap,5.7619,50.9053,113,15.1,18.2,
2017060618,6391,Arcen Aws,6.1961,51.4972,20,15.6,19.4,
2017060618,6400,Koksijde,2.6525,51.0881,7,14.6,16.6,
2017060618,6407,Oostende (Airport),2.8675,51.1969,5,14.2,16.3,
2017060618,6414,Beitem,3.1217,50.9039,25,14.6,17.1,
2017060618,6418,Zeebrugge,3.2017,51.3472,9,15.0,16.6,
2017060618,6432,Chievres,3.8314,50.5722,63,15.0,17.8,
2017060618,6434,Melle,3.8158,50.9803,15,15.6,18.0,
2017060618,6438,Stabroek,4.3639,51.3247,6,15.6,18.0,
2017060618,6439,Sint-Katelijne-Waver,4.5247,51.0750,11,15.8,18.2,
2017060618,6447,Uccle,4.3581,50.7969,101,15.1,17.8,
2017060618,6449,Charleroi/Gosselies,4.4500,50.4667,188,14.0,17.4,
2017060618,6450,Antwerpen/Deurne,4.4667,51.2000,13,15.9,18.0,
2017060618,6451,Bruxelles National,4.5333,50.9000,55,14.8,18.0,
2017060618,6455,Dourbes,4.5944,50.0956,233,13.4,16.5,
2017060618,6456,Florennes,4.6531,50.2344,290,12.6,15.8,
2017060618,6458,Beauvechain,4.7633,50.7455,123,14.5,17.5,
2017060618,6459,Ernage,4.6892,50.5819,157,14.0,17.0,
2017060618,6464,Retie,5.0272,51.2214,21,15.9,18.5,
2017060618,6465,Schaffen,5.0619,50.9969,54,15.2,18.2,
2017060618,6472,Humain,5.2556,50.1936,296,12.7,16.2,
2017060618,6476,St-Hubert,5.4039,50.0389,557,9.9,13.1,
2017060618,6477,Diepenbeek,5.4503,50.9156,39,15.6,18.5,
2017060618,6478,Liege,5.4589,50.6453,181,14.5,17.6,
2017060618,6479,Kleine Brogel,5.4628,51.1689,57,15.6,18.9,
2017060618,6484,Buzenol,5.5875,49.6203,324,12.5,15.1,
2017060618,6490,Spa/La Sauveniere,5.9167,50.4833,477,12.2,14.4,
2017060618,6494,Mont-Rigi,6.0733,50.5108,673,11.1,13.2,
2017060618,6496,Elsenborn,6.1814,50.4822,567,11.5,13.9,
2017060618,6590,Luxembourg/Luxembourg,6.2167,49.6167,376,12.4,15.6,
2017060618,6601,Basel / Binningen,7.5836,47.5411,317,13.9,17.2,
2017060618,6602,Delemont,7.3494,47.3517,439,13.8,16.8,
2017060618,6604,Neuchatel,6.9542,47.0005,485,13.3,16.1,
2017060618,6605,Chasseral,7.0544,47.1317,1595,4.0,6.3,
2017060618,6606,Cressier,7.0592,47.0475,432,13.3,16.2,
2017060618,6608,Chaumont,6.9789,47.0492,1136,8.1,10.6,
2017060618,6609,Le Moleson,7.0178,46.5461,1975,2.3,3.9,
2017060618,6610,Payerne,6.9425,46.8117,490,14.5,16.2,
2017060618,6612,La Chaux-De-Fonds,6.7925,47.0833,1018,9.0,11.3,
2017060618,6616,Fahy,6.9411,47.4239,598,10.8,15.0,
2017060618,6617,La Brevine,6.6103,46.9839,1050,9.0,10.7,
2017060618,6618,Mathod,6.5681,46.7369,437,14.2,15.9,
2017060618,6619,Bullet / La Fretaz,6.5764,46.8405,1206,7.3,9.1,
2017060618,6620,Schaffhausen,8.6200,47.6897,439,12.8,15.5,
2017060618,6621,Guettingen,9.2794,47.6017,441,12.5,16.0,
2017060618,6623,Salen-Reutenen,9.0239,47.6511,720,10.4,13.1,
2017060618,6624,Hallau,8.4705,47.6972,420,12.7,15.4,
2017060618,6625,Fribourg / Posieux,7.1136,46.7714,648,13.2,14.9,
2017060618,6626,Goesgen,7.9736,47.3630,381,13.8,16.6,
2017060618,6627,Chateau-D`oex,7.1397,46.4797,1030,9.7,13.1,
2017060618,6628,Plaffeien,7.2661,46.7478,1043,9.5,11.7,
2017060618,6631,Bern / Zollikofen,7.4639,46.9908,555,13.7,16.1,
2017060618,6632,Grenchen,7.4150,47.1792,431,13.9,16.5,
2017060618,6635,Oeschberg-Koppigen,7.6056,47.1189,485,13.5,15.9,
2017060618,6636,Muehleberg,7.2781,46.9733,481,13.4,16.2,
2017060618,6637,Meiringen,8.1692,46.7322,591,13.0,15.8,
2017060618,6638,Langnau I.E.,7.8072,46.9400,747,12.2,14.4,
2017060618,6639,Napf,7.9400,47.0047,1405,6.7,9.0,
2017060618,6641,Moehlin,7.8778,47.5722,345,12.8,15.6,
2017060618,6643,Wynau,7.7875,47.2550,423,13.4,16.5,
2017060618,6644,Mosen,8.2328,47.2439,453,13.1,16.0,
2017060618,6645,Ruenenberg,7.8794,47.4344,613,12.0,14.5,
